"aaNumber","year","monthYear","sequenceNumber","sequenceStartDate","base","sequenceEquipmentType","uuid","dutyPeriodNumber","flightNumber","departureStationIata","departureStationIcao","departureStationTz","outDateTimeUTC","outDateUTC","outTimeUTC","outDateTimeLCL","outDateLCL","outTimeLCL","arrivalStationIata","arrivalStationIcao","arrivalStationTz","inDateTimeUTC","inDateUTC","inTimeUTC","inDateTimeLCL","inDateLCL","inTimeLCL","fly","legGreater","actualBlock","groundTime","overnightDuration","eqModel","eqNumber","eqType","eqCode","fuelPerformance","departurePerformance","arrivalPerformance","position","delayCode"
"420357","2017  ","OCTOBER 2017  ","18742","10/21/2017","LAX","320","b7b9f0d3-fc4d-4891-b2e0-dd03c6094566","1","687","CLT","KCLT","America/New_York","2017-10-22T00:02:00+00:00","2017-10-22","00:02:00","2017-10-21T20:02:00-04:00","2017-10-21","20:02:00","ATL","KATL","America/New_York","2017-10-22T01:23:00+00:00","2017-10-22","01:23:00","2017-10-21T21:23:00-04:00","2017-10-21","21:23:00","1:21:0","1:21:0","1:21:0","0:0:0","20:45:0","A319","N750","319","92","-200.00","-7","-4","CA",""
"420357","2017  ","OCTOBER 2017  ","18742","10/21/2017","LAX","320","580027c9-ae4e-49a9-8e25-9621db969587","2","1249","ATL","KATL","America/New_York","2017-10-22T23:43:00+00:00","2017-10-22","23:43:00","2017-10-22T19:43:00-04:00","2017-10-22","19:43:00","LAX","KLAX","America/Los_Angeles","2017-10-23T04:08:00+00:00","2017-10-23","04:08:00","2017-10-23T00:08:00-04:00","2017-10-23","00:08:00","4:25:0","5:7:0","4:25:0","0:0:0","0:0:0","A321","N878","321","76","500.00","5","-37","CA",""
"420357","2017  ","NOVEMBER 2017  ","6118","11/1/2017","LAX","320","e2f0c244-598b-46de-91b8-ef61626bf778","1","1135","LAX","KLAX","America/Los_Angeles","2017-11-01T18:18:00+00:00","2017-11-01","18:18:00","2017-11-01T11:18:00-07:00","2017-11-01","11:18:00","PVR","MMPR","America/Mexico_City","2017-11-01T21:15:00+00:00","2017-11-01","21:15:00","2017-11-01T14:15:00-07:00","2017-11-01","14:15:00","2:57:0","3:15:0","2:57:0","1:17:0","0:0:0","A319","N014","319","91","-500.00","-12","-30","CA",""
"420357","2017  ","NOVEMBER 2017  ","6118","11/1/2017","LAX","320","e14e448c-5c80-41a4-8b36-85e3a734b3c5","1","1136","PVR","MMPR","America/Mexico_City","2017-11-01T22:32:00+00:00","2017-11-01","22:32:00","2017-11-01T16:32:00-06:00","2017-11-01","16:32:00","LAX","KLAX","America/Los_Angeles","2017-11-02T01:42:00+00:00","2017-11-02","01:42:00","2017-11-01T19:42:00-06:00","2017-11-01","19:42:00","3:10:0","3:19:0","3:10:0","0:0:0","0:0:0","A319","N014","319","91","-100.00","-8","-17","CA",""
"420357","2017  ","NOVEMBER 2017  ","6314","11/3/2017","LAX","320","449f3272-bf39-457d-ac67-5fdee53c5cf2","1","1667","LAX","KLAX","America/Los_Angeles","2017-11-03T17:31:00+00:00","2017-11-03","17:31:00","2017-11-03T10:31:00-07:00","2017-11-03","10:31:00","DEN","KDEN","America/Denver","2017-11-03T19:36:00+00:00","2017-11-03","19:36:00","2017-11-03T12:36:00-07:00","2017-11-03","12:36:00","2:5:0","2:33:0","2:5:0","1:27:0","0:0:0","A319","N762","319","92","1000.00","31","3","CA",""
"420357","2017  ","NOVEMBER 2017  ","6314","11/3/2017","LAX","320","630330f5-4ac3-4a12-9f42-b151ae334715","1","686","DEN","KDEN","America/Denver","2017-11-03T21:03:00+00:00","2017-11-03","21:03:00","2017-11-03T15:03:00-06:00","2017-11-03","15:03:00","PHX","KPHX","America/Phoenix","2017-11-03T22:52:00+00:00","2017-11-03","22:52:00","2017-11-03T16:52:00-06:00","2017-11-03","16:52:00","1:49:0","1:51:0","1:49:0","1:1:0","0:0:0","A321","N536","321","77","900.00","3","1","CA",""
"420357","2017  ","NOVEMBER 2017  ","6314","11/3/2017","LAX","320","5ce11a8b-4073-4bff-acc2-573946b34647","1","686","PHX","KPHX","America/Phoenix","2017-11-03T23:53:00+00:00","2017-11-03","23:53:00","2017-11-03T16:53:00-07:00","2017-11-03","16:53:00","PHX","KPHX","America/Phoenix","2017-11-04T00:29:00+00:00","2017-11-04","00:29:00","2017-11-03T17:29:00-07:00","2017-11-03","17:29:00","0:36:0","0:0:0","0:36:0","0:31:0","0:0:0","A321","N536","321","77","","-7","","CA",""
"420357","2017  ","NOVEMBER 2017  ","6314","11/3/2017","LAX","320","f0b5a0d6-9228-4fe0-bcb9-79ef632e98e9","1","686","PHX","KPHX","America/Phoenix","2017-11-04T01:00:00+00:00","2017-11-04","01:00:00","2017-11-03T18:00:00-07:00","2017-11-03","18:00:00","SFO","KSFO","America/Los_Angeles","2017-11-04T02:56:00+00:00","2017-11-04","02:56:00","2017-11-03T19:56:00-07:00","2017-11-03","19:56:00","1:56:0","2:32:0","1:56:0","0:0:0","18:19:0","A321","N536","321","77","200.00","60","57","CA",""
"420357","2017  ","NOVEMBER 2017  ","6314","11/3/2017","LAX","320","6f5d5778-b621-405c-b1c8-299bee2aabcf","2","486","SFO","KSFO","America/Los_Angeles","2017-11-04T22:42:00+00:00","2017-11-04","22:42:00","2017-11-04T15:42:00-07:00","2017-11-04","15:42:00","PHX","KPHX","America/Phoenix","2017-11-05T00:22:00+00:00","2017-11-05","00:22:00","2017-11-04T17:22:00-07:00","2017-11-04","17:22:00","1:40:0","1:56:0","1:40:0","1:25:0","0:0:0","A321","N540","321","77","400.00","-3","-19","CA",""
"420357","2017  ","NOVEMBER 2017  ","6314","11/3/2017","LAX","320","5631d9d5-cbfd-4e79-85c0-f61f4b9509d4","2","486","PHX","KPHX","America/Phoenix","2017-11-05T01:47:00+00:00","2017-11-05","01:47:00","2017-11-04T18:47:00-07:00","2017-11-04","18:47:00","ORD","KORD","America/Chicago","2017-11-05T04:45:00+00:00","2017-11-05","04:45:00","2017-11-04T21:45:00-07:00","2017-11-04","21:45:00","2:58:0","3:23:0","2:58:0","0:0:0","13:5:0","A321","N540","321","77","1300.00","-4","-29","CA",""
"420357","2017  ","NOVEMBER 2017  ","6314","11/3/2017","LAX","320","62ffaf7e-3e14-4ddd-8e4e-11395bbee095","3","2223","ORD","KORD","America/Chicago","2017-11-05T19:23:00+00:00","2017-11-05","19:23:00","2017-11-05T13:23:00-06:00","2017-11-05","13:23:00","LAX","KLAX","America/Los_Angeles","2017-11-06T00:04:00+00:00","2017-11-06","00:04:00","2017-11-05T18:04:00-06:00","2017-11-05","18:04:00","4:41:0","4:41:0","4:41:0","0:0:0","0:0:0","","N851","","75","600.00","3","12","CA",""
"420357","2017  ","NOVEMBER 2017  ","6061","11/12/2017","LAX","320","f32469f5-8af8-4689-8a47-7971f5bfdb06","1","2420","LAX","KLAX","America/Los_Angeles","2017-11-12T13:59:00+00:00","2017-11-12","13:59:00","2017-11-12T05:59:00-08:00","2017-11-12","05:59:00","DFW","KDFW","America/Chicago","2017-11-12T16:50:00+00:00","2017-11-12","16:50:00","2017-11-12T08:50:00-08:00","2017-11-12","08:50:00","2:51:0","3:3:0","2:51:0","1:5:0","0:0:0","","N861","","75","400.00","-1","-13","CA",""
"420357","2017  ","NOVEMBER 2017  ","6061","11/12/2017","LAX","320","70b6129d-cdcc-4132-98e1-e08818e8ede2","1","2425","DFW","KDFW","America/Chicago","2017-11-12T17:55:00+00:00","2017-11-12","17:55:00","2017-11-12T11:55:00-06:00","2017-11-12","11:55:00","LAX","KLAX","America/Los_Angeles","2017-11-12T21:06:00+00:00","2017-11-12","21:06:00","2017-11-12T15:06:00-06:00","2017-11-12","15:06:00","3:11:0","3:30:0","3:11:0","0:0:0","0:0:0","","N861","","75","600.00","-5","-24","CA",""
"420357","2017  ","NOVEMBER 2017  ","6062","11/18/2017","LAX","320","acecd5be-4131-44dd-98d1-64051649e33a","1","2420","LAX","KLAX","America/Los_Angeles","2017-11-18T14:13:00+00:00","2017-11-18","14:13:00","2017-11-18T06:13:00-08:00","2017-11-18","06:13:00","DFW","KDFW","America/Chicago","2017-11-18T16:59:00+00:00","2017-11-18","16:59:00","2017-11-18T08:59:00-08:00","2017-11-18","08:59:00","2:46:0","3:3:0","2:46:0","1:11:0","0:0:0","","N861","","75","0.00","13","-4","CA",""
"420357","2017  ","NOVEMBER 2017  ","6062","11/18/2017","LAX","320","9de7e022-1996-487f-a014-7275731e17b7","1","2425","DFW","KDFW","America/Chicago","2017-11-18T18:10:00+00:00","2017-11-18","18:10:00","2017-11-18T12:10:00-06:00","2017-11-18","12:10:00","LAX","KLAX","America/Los_Angeles","2017-11-18T21:32:00+00:00","2017-11-18","21:32:00","2017-11-18T15:32:00-06:00","2017-11-18","15:32:00","3:22:0","3:30:0","3:22:0","0:0:0","0:0:0","","N861","","75","1600.00","10","2","CA",""
"420357","2017  ","NOVEMBER 2017  ","6074","11/19/2017","LAX","320","dcca9c57-f8fa-4a00-96a8-725d2386f59a","1","31","LAX","KLAX","America/Los_Angeles","2017-11-19T16:42:00+00:00","2017-11-19","16:42:00","2017-11-19T08:42:00-08:00","2017-11-19","08:42:00","HNL","PHNL","Pacific/Honolulu","2017-11-19T23:16:00+00:00","2017-11-19","23:16:00","2017-11-19T15:16:00-08:00","2017-11-19","15:16:00","6:34:0","6:34:0","6:34:0","0:0:0","17:44:0","","N860","","75","300.00","22","48","CA",""
"420357","2017  ","NOVEMBER 2017  ","6074","11/19/2017","LAX","320","e1fd1b2c-1c07-4b0d-9158-03d530fc3eb6","2","108","HNL","PHNL","Pacific/Honolulu","2017-11-20T17:49:00+00:00","2017-11-20","17:49:00","2017-11-20T07:49:00-10:00","2017-11-20","07:49:00","LAX","KLAX","America/Los_Angeles","2017-11-20T17:49:00+00:00","2017-11-20","17:49:00","2017-11-20T07:49:00-10:00","2017-11-20","07:49:00","0:0:0","0:0:0","0:0:0","0:0:0","0:0:0","","N858","","AA","800.00","-11","-25","DH",""
"420357","2017  ","NOVEMBER 2017  ","6629","11/26/2017","LAX","320","9a172ee8-3eac-47cb-88e5-7a57147c630e","1","2600","LAX","KLAX","America/Los_Angeles","2017-11-26T16:15:00+00:00","2017-11-26","16:15:00","2017-11-26T08:15:00-08:00","2017-11-26","08:15:00","MIA","KMIA","America/New_York","2017-11-26T21:32:00+00:00","2017-11-26","21:32:00","2017-11-26T13:32:00-08:00","2017-11-26","13:32:00","5:17:0","5:17:0","5:17:0","0:0:0","23:23:0","","N853","","75","-100.00","-5","14","CA",""
"420357","2017  ","NOVEMBER 2017  ","6629","11/26/2017","LAX","320","5e985470-f9e0-4833-b4c3-53e3dcfc846c","2","275","MIA","KMIA","America/New_York","2017-11-27T22:19:00+00:00","2017-11-27","22:19:00","2017-11-27T17:19:00-05:00","2017-11-27","17:19:00","LAX","KLAX","America/Los_Angeles","2017-11-28T03:48:00+00:00","2017-11-28","03:48:00","2017-11-27T22:48:00-05:00","2017-11-27","22:48:00","5:29:0","6:3:0","5:29:0","0:0:0","0:0:0","A321","N884","321","76","-200.00","-6","-40","CA",""
"420357","2017  ","DECEMBER 2017  ","6446","12/15/2017","LAX","320","db158541-e50c-4ac5-aed6-ff38f8789e5e","1","110","LAX","KLAX","America/Los_Angeles","2017-12-15T17:46:00+00:00","2017-12-15","17:46:00","2017-12-15T09:46:00-08:00","2017-12-15","09:46:00","ORD","KORD","America/Chicago","2017-12-15T21:56:00+00:00","2017-12-15","21:56:00","2017-12-15T13:56:00-08:00","2017-12-15","13:56:00","4:10:0","4:17:0","4:10:0","2:39:0","0:0:0","A321","N901","321","76","400.00","1","-6","CA",""
"420357","2017  ","DECEMBER 2017  ","6446","12/15/2017","LAX","320","84f12f74-edf7-4c1b-bcce-8b4a33ee6f3d","1","2704","ORD","KORD","America/Chicago","2017-12-16T00:35:00+00:00","2017-12-16","00:35:00","2017-12-15T18:35:00-06:00","2017-12-15","18:35:00","ATL","KATL","America/New_York","2017-12-16T02:18:00+00:00","2017-12-16","02:18:00","2017-12-15T20:18:00-06:00","2017-12-15","20:18:00","1:43:0","1:57:0","1:43:0","0:0:0","18:42:0","A319","N025","319","91","-600.00","","-14","CA",""
"420357","2017  ","DECEMBER 2017  ","6446","12/15/2017","LAX","320","1ce65240-dcf6-4dd4-ae17-37c8f1d449dc","2","607","ATL","KATL","America/New_York","2017-12-16T22:40:00+00:00","2017-12-16","22:40:00","2017-12-16T17:40:00-05:00","2017-12-16","17:40:00","DFW","KDFW","America/Chicago","2017-12-17T01:04:00+00:00","2017-12-17","01:04:00","2017-12-16T20:04:00-05:00","2017-12-16","20:04:00","2:24:0","2:35:0","2:24:0","1:24:0","0:0:0","A320","N662","320","29","-500.00","10","-1","CA",""
"420357","2017  ","DECEMBER 2017  ","6446","12/15/2017","LAX","320","de8c8555-4f6d-4c98-8497-23fc7db3f7bc","2","409","DFW","KDFW","America/Chicago","2017-12-17T02:28:00+00:00","2017-12-17","02:28:00","2017-12-16T20:28:00-06:00","2017-12-16","20:28:00","CLT","KCLT","America/New_York","2017-12-17T04:37:00+00:00","2017-12-17","04:37:00","2017-12-16T22:37:00-06:00","2017-12-16","22:37:00","2:9:0","2:28:0","2:9:0","0:0:0","13:48:0","A319","N757","319","92","200.00","-2","-21","CA",""
"420357","2017  ","DECEMBER 2017  ","6446","12/15/2017","LAX","320","92505ef5-5211-468d-8898-10c70e1ac0ae","3","725","CLT","KCLT","America/New_York","2017-12-17T20:05:00+00:00","2017-12-17","20:05:00","2017-12-17T15:05:00-05:00","2017-12-17","15:05:00","LAX","KLAX","America/Los_Angeles","2017-12-18T01:24:00+00:00","2017-12-18","01:24:00","2017-12-17T20:24:00-05:00","2017-12-17","20:24:00","5:19:0","5:35:0","5:19:0","0:0:0","0:0:0","A321","N181","321","77","500.00","10","-6","CA",""
"420357","2017  ","DECEMBER 2017  ","31028","12/29/2017","LAX","320","8c2d4d6a-9088-4bef-ba46-ea99ef6bea49","1","1360","LAX","KLAX","America/Los_Angeles","2017-12-29T23:34:00+00:00","2017-12-29","23:34:00","2017-12-29T15:34:00-08:00","2017-12-29","15:34:00","BOS","KBOS","America/New_York","2017-12-30T04:57:00+00:00","2017-12-30","04:57:00","2017-12-29T20:57:00-08:00","2017-12-29","20:57:00","5:23:0","5:23:0","5:23:0","0:0:0","14:58:0","A321","N788","321","80","300.00","-5","","CA",""
"420357","2017  ","DECEMBER 2017  ","31028","12/29/2017","LAX","320","08f8a2c3-88a0-4181-b9b1-5655560b4b3e","2","452","BOS","KBOS","America/New_York","2017-12-30T21:40:00+00:00","2017-12-30","21:40:00","2017-12-30T16:40:00-05:00","2017-12-30","16:40:00","PHX","KPHX","America/Phoenix","2017-12-31T04:07:00+00:00","2017-12-31","04:07:00","2017-12-30T23:07:00-05:00","2017-12-30","23:07:00","6:27:0","6:27:0","6:27:0","2:40:0","0:0:0","A321","N180","321","77","-900.00","15","36","CA",""
"420357","2017  ","DECEMBER 2017  ","31028","12/29/2017","LAX","320","ea79235a-9387-4059-98a0-c86b26266944","2","813","PHX","KPHX","America/Phoenix","2017-12-31T06:47:00+00:00","2017-12-31","06:47:00","2017-12-30T23:47:00-07:00","2017-12-30","23:47:00","LAX","KLAX","America/Los_Angeles","2017-12-31T06:47:00+00:00","2017-12-31","06:47:00","2017-12-30T23:47:00-07:00","2017-12-30","23:47:00","0:0:0","0:0:0","0:0:0","0:0:0","0:0:0","A321","N551","321","AA","-100.00","2","-1","DH",""
"420357","2017  ","DECEMBER 2017  ","6191","12/31/2017","LAX","320","e6b43c4b-44e3-477a-8205-0e237bb07063","1","231","LAX","KLAX","America/Los_Angeles","2018-01-01T02:45:00+00:00","2018-01-01","02:45:00","2017-12-31T18:45:00-08:00","2017-12-31","18:45:00","OGG","PHOG","Pacific/Honolulu","2018-01-01T08:48:00+00:00","2018-01-01","08:48:00","2018-01-01T00:48:00-08:00","2018-01-01","00:48:00","6:3:0","6:3:0","6:3:0","0:0:0","23:41:0","","N860","","75","-900.00","10","22","CA",""
"420357","2017  ","DECEMBER 2017  ","6191","12/31/2017","LAX","320","0cf1f1bc-a01e-4ad4-9ec9-6c5d2a02e081","2","250","OGG","PHOG","Pacific/Honolulu","2018-01-02T10:20:00+00:00","2018-01-02","10:20:00","2018-01-02T00:20:00-10:00","2018-01-02","00:20:00","LAX","KLAX","America/Los_Angeles","2018-01-02T15:38:00+00:00","2018-01-02","15:38:00","2018-01-02T05:38:00-10:00","2018-01-02","05:38:00","5:18:0","5:18:0","5:18:0","0:0:0","0:0:0","","N863","","75","300.00","21","21","CA",""
"420357","2018  ","JANUARY 2018  ","31109","1/12/2018","LAX","320","eac1581f-02d1-4c04-aa36-5204eaf6087e","1","9655","SFO","KSFO","America/Los_Angeles","2018-01-12T19:37:00+00:00","2018-01-12","19:37:00","2018-01-12T11:37:00-08:00","2018-01-12","11:37:00","LAX","KLAX","America/Los_Angeles","2018-01-12T21:25:00+00:00","2018-01-12","21:25:00","2018-01-12T13:25:00-08:00","2018-01-12","13:25:00","1:48:0","2:0:0","1:48:0","0:0:0","0:0:0","A321","N798","321","80","-400.00","67","55","CA",""
"420357","2018  ","FEBRUARY 2018  ","6035","2/4/2018","LAX","320","8c19f496-f501-450c-8d39-5537f8d52b42","1","2462","LAX","KLAX","America/Los_Angeles","2018-02-04T21:57:00+00:00","2018-02-04","21:57:00","2018-02-04T13:57:00-08:00","2018-02-04","13:57:00","DFW","KDFW","America/Chicago","2018-02-05T00:55:00+00:00","2018-02-05","00:55:00","2018-02-04T16:55:00-08:00","2018-02-04","16:55:00","2:58:0","3:16:0","2:58:0","1:28:0","0:0:0","","N857","","75","900.00","-3","-21","CA",""
"420357","2018  ","FEBRUARY 2018  ","6035","2/4/2018","LAX","320","6477f919-77a1-4a8d-8c57-2d717669e65d","1","2649","DFW","KDFW","America/Chicago","2018-02-05T02:23:00+00:00","2018-02-05","02:23:00","2018-02-04T20:23:00-06:00","2018-02-04","20:23:00","LAX","KLAX","America/Los_Angeles","2018-02-05T05:49:00+00:00","2018-02-05","05:49:00","2018-02-04T23:49:00-06:00","2018-02-04","23:49:00","3:26:0","3:40:0","3:26:0","0:0:0","0:0:0","A321","N901","321","76","600.00","-2","-16","CA",""
"420357","2018  ","FEBRUARY 2018  ","5972","2/11/2018","LAX","320","bcf50d83-5cc3-45ee-a228-fe22f90fc423","1","260","LAX","KLAX","America/Los_Angeles","2018-02-11T08:30:00+00:00","2018-02-11","08:30:00","2018-02-11T00:30:00-08:00","2018-02-11","00:30:00","MIA","KMIA","America/New_York","2018-02-11T13:12:00+00:00","2018-02-11","13:12:00","2018-02-11T05:12:00-08:00","2018-02-11","05:12:00","4:42:0","5:2:0","4:42:0","0:0:0","11:43:0","A321","N879","321","76","-200.00","","-20","CA",""
"420357","2018  ","FEBRUARY 2018  ","5972","2/11/2018","LAX","320","10bf68ad-778d-4788-905a-f3e67aaa41b6","1","1147","MIA","KMIA","America/New_York","2018-02-12T02:22:00+00:00","2018-02-12","02:22:00","2018-02-11T21:22:00-05:00","2018-02-11","21:22:00","LAX","KLAX","America/Los_Angeles","2018-02-12T08:01:00+00:00","2018-02-12","08:01:00","2018-02-12T03:01:00-05:00","2018-02-12","03:01:00","5:39:0","6:13:0","5:39:0","0:0:0","0:0:0","A321","N879","321","76","700.00","-3","-37","CA",""
"420357","2018  ","FEBRUARY 2018  ","6059","2/23/2018","LAX","320","5a5e1e90-5b02-43a3-9762-8dad0ae03b8f","1","285","LAX","KLAX","America/Los_Angeles","2018-02-24T01:21:00+00:00","2018-02-24","01:21:00","2018-02-23T17:21:00-08:00","2018-02-23","17:21:00","LIH","PHLI","Pacific/Honolulu","2018-02-24T07:23:00+00:00","2018-02-24","07:23:00","2018-02-23T23:23:00-08:00","2018-02-23","23:23:00","6:2:0","6:26:0","6:2:0","0:0:0","24:37:0","","N863","","75","600.00","-9","-33","CA",""
"420357","2018  ","FEBRUARY 2018  ","6059","2/23/2018","LAX","320","9712e239-05f8-4635-9d8f-e3c83d88eb12","2","286","LIH","PHLI","Pacific/Honolulu","2018-02-25T10:12:00+00:00","2018-02-25","10:12:00","2018-02-25T00:12:00-10:00","2018-02-25","00:12:00","LAX","KLAX","America/Los_Angeles","2018-02-25T15:46:00+00:00","2018-02-25","15:46:00","2018-02-25T05:46:00-10:00","2018-02-25","05:46:00","5:34:0","5:38:0","5:34:0","0:0:0","0:0:0","","N854","","75","1100.00","42","38","CA",""
"420357","2018  ","MARCH 2018  ","5537","3/6/2018","LAX","320","d3afb513-ba18-4e4c-a974-24831095d2c9","1","2453","LAX","KLAX","America/Los_Angeles","2018-03-06T15:30:00+00:00","2018-03-06","15:30:00","2018-03-06T07:30:00-08:00","2018-03-06","07:30:00","DFW","KDFW","America/Chicago","2018-03-06T18:19:00+00:00","2018-03-06","18:19:00","2018-03-06T10:19:00-08:00","2018-03-06","10:19:00","2:49:0","3:9:0","2:49:0","2:18:0","0:0:0","","N865","","75","800.00","30","10","CA",""
"420357","2018  ","MARCH 2018  ","5537","3/6/2018","LAX","320","1c87e5bb-f9fb-468d-acaf-c2d38df349f2","1","2460","DFW","KDFW","America/Chicago","2018-03-06T20:37:00+00:00","2018-03-06","20:37:00","2018-03-06T14:37:00-06:00","2018-03-06","14:37:00","LAX","KLAX","America/Los_Angeles","2018-03-06T20:37:00+00:00","2018-03-06","20:37:00","2018-03-06T14:37:00-06:00","2018-03-06","14:37:00","0:0:0","0:0:0","0:0:0","0:0:0","0:0:0","A321","N883","321","AA","-500.00","-3","-8","DH",""
"420357","2018  ","MARCH 2018  ","5907","3/10/2018","LAX","320","3201c829-ae08-45e6-b86a-efa0af105020","1","59","LAX","KLAX","America/Los_Angeles","2018-03-10T16:25:00+00:00","2018-03-10","16:25:00","2018-03-10T08:25:00-08:00","2018-03-10","08:25:00","KOA","PHKO","Pacific/Honolulu","2018-03-10T22:27:00+00:00","2018-03-10","22:27:00","2018-03-10T14:27:00-08:00","2018-03-10","14:27:00","6:2:0","6:14:0","6:2:0","0:0:0","23:12:0","","N859","","75","600.00","","-12","CA",""
"420357","2018  ","MARCH 2018  ","5907","3/10/2018","LAX","320","2a5d4147-dcd5-4a34-b81a-df6b85fd481d","2","58","KOA","PHKO","Pacific/Honolulu","2018-03-11T23:15:00+00:00","2018-03-11","23:15:00","2018-03-11T13:15:00-10:00","2018-03-11","13:15:00","LAX","KLAX","America/Los_Angeles","2018-03-12T04:23:00+00:00","2018-03-12","04:23:00","2018-03-11T18:23:00-10:00","2018-03-11","18:23:00","5:8:0","5:29:0","5:8:0","0:0:0","0:0:0","","N850","","75","1100.00","6","-15","CA",""
"420357","2018  ","MARCH 2018  ","7206","3/21/2018","LAX","320","3356a9d4-1182-4166-8e5e-55930ae0b852","1","595","LAX","KLAX","America/Los_Angeles","2018-03-21T13:11:00+00:00","2018-03-21","13:11:00","2018-03-21T06:11:00-07:00","2018-03-21","06:11:00","PHX","KPHX","America/Phoenix","2018-03-21T13:11:00+00:00","2018-03-21","13:11:00","2018-03-21T06:11:00-07:00","2018-03-21","06:11:00","0:0:0","0:0:0","0:0:0","1:0:0","0:0:0","","N853","","AA","100.00","-4","-6","DH",""
"420357","2018  ","MARCH 2018  ","7206","3/21/2018","LAX","320","c32f4bc0-3633-4995-85d8-450b6e5692e6","1","665","PHX","KPHX","America/Phoenix","2018-03-21T15:42:00+00:00","2018-03-21","15:42:00","2018-03-21T08:42:00-07:00","2018-03-21","08:42:00","CMH","KCMH","America/New_York","2018-03-21T19:21:00+00:00","2018-03-21","19:21:00","2018-03-21T12:21:00-07:00","2018-03-21","12:21:00","3:42:0","3:46:0","3:39:0","0:0:0","24:4:0","A319","N833","319","92","-100.00","-3","-10","CA","ATC3"
"420357","2018  ","MARCH 2018  ","7206","3/21/2018","LAX","320","ed1851ee-8577-4d48-91e1-223903ef25e8","2","659","CMH","KCMH","America/New_York","2018-03-22T20:23:00+00:00","2018-03-22","20:23:00","2018-03-22T16:23:00-04:00","2018-03-22","16:23:00","LAX","KLAX","America/Los_Angeles","2018-03-22T20:23:00+00:00","2018-03-22","20:23:00","2018-03-22T16:23:00-04:00","2018-03-22","16:23:00","0:0:0","0:0:0","0:0:0","0:0:0","0:0:0","A319","N805","319","AA","-700.00","-2","3","DH",""
"420357","2018  ","APRIL 2018  ","5835","4/3/2018","LAX","320","0953f645-e8f5-4454-a757-441f2d34bb3f","1","1993","LAX","KLAX","America/Los_Angeles","2018-04-03T18:24:00+00:00","2018-04-03","18:24:00","2018-04-03T11:24:00-07:00","2018-04-03","11:24:00","CLT","KCLT","America/New_York","2018-04-03T22:51:00+00:00","2018-04-03","22:51:00","2018-04-03T15:51:00-07:00","2018-04-03","15:51:00","4:27:0","4:58:0","4:27:0","2:8:0","0:0:0","A321","N576","321","77","100.00","2","-29","CA",""
"420357","2018  ","APRIL 2018  ","5835","4/3/2018","LAX","320","4a9b8640-5c2d-48ff-8921-f4d019b1257b","1","2086","CLT","KCLT","America/New_York","2018-04-04T00:59:00+00:00","2018-04-04","00:59:00","2018-04-03T20:59:00-04:00","2018-04-03","20:59:00","MSP","KMSP","America/Chicago","2018-04-04T03:49:00+00:00","2018-04-04","03:49:00","2018-04-03T23:49:00-04:00","2018-04-03","23:49:00","3:24:0","3:24:0","2:50:0","0:0:0","17:11:0","A321","N178","321","77","-400.00","34","41","CA","ATC34"
"420357","2018  ","APRIL 2018  ","5835","4/3/2018","LAX","320","3065f123-0f43-4971-89ac-f97e3963bddd","2","1835","MSP","KMSP","America/Chicago","2018-04-04T22:49:00+00:00","2018-04-04","22:49:00","2018-04-04T17:49:00-05:00","2018-04-04","17:49:00","CLT","KCLT","America/New_York","2018-04-05T01:14:00+00:00","2018-04-05","01:14:00","2018-04-04T20:14:00-05:00","2018-04-04","20:14:00","2:25:0","2:37:0","2:25:0","1:31:0","0:0:0","A320","N107","320","73","-200.00","19","7","CA",""
"420357","2018  ","APRIL 2018  ","5835","4/3/2018","LAX","320","353a5ffe-308a-4c4d-bbfb-e29a2d49a340","2","1703","CLT","KCLT","America/New_York","2018-04-05T02:45:00+00:00","2018-04-05","02:45:00","2018-04-04T22:45:00-04:00","2018-04-04","22:45:00","STL","KSTL","America/Chicago","2018-04-05T04:36:00+00:00","2018-04-05","04:36:00","2018-04-05T00:36:00-04:00","2018-04-05","00:36:00","1:51:0","1:57:0","1:51:0","0:0:0","15:19:0","A319","N733","319","67","1000.00","15","9","CA",""
"420357","2018  ","APRIL 2018  ","5835","4/3/2018","LAX","320","4a005fb0-36cf-4cda-9355-06653f9e0267","3","829","STL","KSTL","America/Chicago","2018-04-05T21:36:00+00:00","2018-04-05","21:36:00","2018-04-05T16:36:00-05:00","2018-04-05","16:36:00","LAX","KLAX","America/Los_Angeles","2018-04-06T01:34:00+00:00","2018-04-06","01:34:00","2018-04-05T20:34:00-05:00","2018-04-05","20:34:00","3:58:0","4:11:0","3:58:0","0:0:0","0:0:0","A319","N828","319","92","200.00","11","-2","CA",""
"420357","2018  ","APRIL 2018  ","5610","4/12/2018","LAX","320","3583dbce-dba5-4d02-9c89-3b2f18a62308","1","2586","LAX","KLAX","America/Los_Angeles","2018-04-12T19:04:00+00:00","2018-04-12","19:04:00","2018-04-12T12:04:00-07:00","2018-04-12","12:04:00","MIA","KMIA","America/New_York","2018-04-12T23:59:00+00:00","2018-04-12","23:59:00","2018-04-12T16:59:00-07:00","2018-04-12","16:59:00","4:55:0","5:2:0","4:55:0","1:39:0","0:0:0","A321","N989","321","76","400.00","-6","-13","CA",""
